license,startup,phd_age,researcher_interaction,firm_cash,firm_in-kind,firm_interaction,number_of_firms,research_capacity,university_faculty,university_operations,reputation_ranking,faculty_awards,research_ranking,invention_disclosures,tto_experience,tto_staff,funding,length,distance,commercialization,staff,mid-level,full_professor,distinguished,male,female,micro,small,medium,large,university,creator,cit,mm,eet,photonics,earliest,mid-stage,latest,new_school,rising_star,laggard,old_school,firm_total,proj_funding,monthly,lt15,gte15,inventions_staff,research_faculty,in-kind_ratio
0,0,,2,4743,65903,2,3,52352000,931,8847,12,7.2,16,57,25,5.6,60808,33,441,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,70646,131454,18779.14286,1,0,10.17857143,56232.00859,1.083788317
0,0,35,1,19824,55368,1,3,154062000,1598,11470,3,4.2,6,113,22,3.3,63532,17,575,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,75192,138724,17340.5,0,1,34.24242424,96409.26158,0.871497828
0,0,4,0,10608,50259,2,2,423384000,1778,13152,10,6.6,15,63,21,7.6,52305,7,201,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,60867,113172,3650.709677,1,0,8.289473684,238123.7345,0.960883281
0,0,,1,13653,45488,2,2,58692000,1057,8915,15,8.8,11,10,12,0.2,38049,28,571,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,59141,97190,48595,1,0,50,55526.9631,1.195511052
0,0,2,1,11347,52510,2,2,225719000,1550,10654,4,4.3,10,59,16,9.2,55949,28,1619,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,63857,119806,5208.956522,1,0,6.413043478,145625.1613,0.938533307
0,0,19,0,30974,70580,3,3,29260000,941,10951,9,5.8,4,63,8,7.9,60162,14,280,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,101554,161716,20214.5,0,1,7.974683544,31094.58023,1.173165786
0,0,21,1,12398,57080,1,4,37237000,691,10281,5,5.2,9,27,14,13.4,56764,15,373,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,69478,126242,5049.68,0,1,2.014925373,53888.56729,1.005566909
0,0,6,2,13478,57171,1,2,154062000,1598,11470,3,4.2,6,113,22,3.3,66453,4,600,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,70649,137102,13710.2,1,0,34.24242424,96409.26158,0.860322333
0,0,22,2,13741,60557,3,1,378428000,1772,9102,18,2.9,5,127,7,2.7,67749,26,668,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,74298,142047,14204.7,0,1,47.03703704,213559.8194,0.893843452
0,0,,2,9551,47882,3,4,378428000,1772,9102,18,2.9,5,127,7,2.7,55656,35,1642,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,57433,113089,5140.409091,1,0,47.03703704,213559.8194,0.860320541
0,0,10,0,4157,39694,0,2,225719000,1550,10654,4,4.3,10,59,16,9.2,44409,3,635,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,43851,88260,2451.666667,1,0,6.413043478,145625.1613,0.893827828
0,0,9,0,26426,48527,3,1,225719000,1550,10654,4,4.3,10,59,16,9.2,43432,23,182,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,74953,118385,29596.25,1,0,6.413043478,145625.1613,1.117309818
0,0,20,0,0,51697,1,2,231197000,552,11621,16,7.9,14,50,16,5.7,43242,11,350,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,51697,94939,2637.194444,0,1,8.771929825,418835.1449,1.195527496
0,0,28,1,10877,51531,1,3,225719000,1550,10654,4,4.3,10,59,16,9.2,53629,25,213,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,62408,116037,4001.275862,0,1,6.413043478,145625.1613,0.960879375
0,0,7,1,36690,56931,1,1,225719000,1550,10654,4,4.3,10,59,16,9.2,65326,33,716,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,93621,158947,12226.69231,1,0,6.413043478,145625.1613,0.871490678
0,0,18,3,56634,48671,0,2,225719000,1550,10654,4,4.3,10,59,16,9.2,55848,11,20,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,105305,161153,7673.952381,0,1,6.413043478,145625.1613,0.871490474
0,0,31,1,36601,43688,1,1,141384000,908,11225,14,2.8,8,63,23,8.8,48876,27,24,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,80289,129165,32291.25,0,1,7.159090909,155709.2511,0.893853834
0,0,,1,64230,68634,3,4,423384000,1778,13152,10,6.6,15,63,21,7.6,65349,20,687,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,132864,198213,22023.66667,1,0,8.289473684,238123.7345,1.050268558
0,0,11,1,25148,42023,0,4,302765000,1039,10798,7,1.6,2,48,23,9.4,48846,27,1539,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,67171,116017,3314.771429,1,0,5.106382979,291400.385,0.860316096
0,0,21,0,30974,56464,0,2,231197000,552,11621,16,7.9,14,50,16,5.7,60162,29,1297,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,87438,147600,18450,0,1,8.771929825,418835.1449,0.938532629
0,0,7,3,17355,49716,1,2,302765000,1039,10798,7,1.6,2,48,23,9.4,55621,21,658,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,67071,122692,20448.66667,1,0,5.106382979,291400.385,0.893835062
0,0,9,1,19483,60886,2,2,29260000,941,10951,9,5.8,4,63,8,7.9,56764,13,814,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,80369,137133,5485.32,1,0,7.974683544,31094.58023,1.072616447
0,0,,1,57213,71374,1,1,220939000,1178,11504,13,9.9,18,47,10,11.7,59149,12,603,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,128587,187736,9880.842105,1,0,4.017094017,187554.3294,1.206681432
0,0,17,1,5368,48698,2,2,231197000,552,11621,16,7.9,14,50,16,5.7,57349,29,595,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,54066,111415,4285.192308,0,1,8.771929825,418835.1449,0.849151685
0,0,18,1,8496,60847,4,2,225719000,1550,10654,4,4.3,10,59,16,9.2,54459,29,1556,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,69343,123802,5382.695652,0,1,6.413043478,145625.1613,1.117299253
0,0,21,2,35772,73089,1,2,225719000,1550,10654,4,4.3,10,59,16,9.2,67438,10,1031,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,108861,176299,11018.6875,0,1,6.413043478,145625.1613,1.083795486
0,0,26,0,0,64522,1,2,302765000,1039,10798,7,1.6,2,48,23,9.4,63459,10,333,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,64522,127981,6735.842105,0,1,5.106382979,291400.385,1.016750973
0,0,8,1,31166,61752,3,5,141384000,908,11225,14,2.8,8,63,23,8.8,66589,19,237,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,92918,159507,12269.76923,1,0,7.159090909,155709.2511,0.927360375
0,0,20,0,13467,56385,1,2,141384000,908,11225,14,2.8,8,63,23,8.8,66401,8,287,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,69852,136253,8515.8125,0,1,7.159090909,155709.2511,0.849158898
0,0,,1,17191,61558,0,2,231197000,552,11621,16,7.9,14,50,16,5.7,61216,12,757,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,78749,139965,8747.8125,1,0,8.771929825,418835.1449,1.005586775
0,0,3,0,11424,51428,1,3,231197000,552,11621,16,7.9,14,50,16,5.7,52305,20,334,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,62852,115157,3714.741935,1,0,8.771929825,418835.1449,0.983232961
0,0,14,2,17589,60183,1,2,225719000,1550,10654,4,4.3,10,59,16,9.2,62634,22,312,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,77772,140406,11700.5,1,0,6.413043478,145625.1613,0.960867899
0,0,24,1,12545,62201,1,1,231197000,552,11621,16,7.9,14,50,16,5.7,61856,17,232,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,74746,136602,11383.5,0,1,8.771929825,418835.1449,1.00557747
0,0,19,2,0,67220,1,3,154062000,1598,11470,3,4.2,6,113,22,3.3,67598,27,886,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,67220,134818,8987.866667,0,1,34.24242424,96409.26158,0.994408119
0,0,24,1,58014,51136,0,2,154062000,1598,11470,3,4.2,6,113,22,3.3,57209,15,647,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,109150,166359,7921.857143,0,1,34.24242424,96409.26158,0.893845374
0,0,7,2,26093,58217,1,1,52352000,931,8847,12,7.2,16,57,25,5.6,64327,12,755,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,84310,148637,9289.8125,1,0,10.17857143,56232.00859,0.905016556
0,0,19,1,25053,73265,1,4,423384000,1778,13152,10,6.6,15,63,21,7.6,66911,17,688,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,98318,165229,13769.08333,0,1,8.289473684,238123.7345,1.094961964
0,0,18,2,17894,61514,2,3,231197000,552,11621,16,7.9,14,50,16,5.7,57349,28,576,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,79408,136757,5259.884615,0,1,8.771929825,418835.1449,1.072625503
0,0,19,1,99032,48729,4,2,231197000,552,11621,16,7.9,14,50,16,5.7,43182,31,582,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,147761,190943,5024.815789,0,1,8.771929825,418835.1449,1.128456301
0,0,24,1,8856,50738,1,2,302765000,1039,10798,7,1.6,2,48,23,9.4,56764,29,661,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,59594,116358,4654.32,0,1,5.106382979,291400.385,0.893841167
0,0,1,0,12751,70010,3,1,231197000,552,11621,16,7.9,14,50,16,5.7,68108,26,1004,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,82761,150869,13715.36364,1,0,8.771929825,418835.1449,1.027926235
0,0,20,2,8213,41957,2,1,220939000,1178,11504,13,9.9,18,47,10,11.7,35095,4,1122,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,50170,85265,1894.777778,0,1,4.017094017,187554.3294,1.195526428
0,0,16,2,66898,61177,1,2,225719000,1550,10654,4,4.3,10,59,16,9.2,65969,9,15,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,128075,194044,17640.36364,0,1,6.413043478,145625.1613,0.927359821
0,0,25,1,9631,63458,2,2,231197000,552,11621,16,7.9,14,50,16,5.7,61735,20,85,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,73089,134824,8426.5,0,1,8.771929825,418835.1449,1.027909614
0,0,12,0,21421,55610,3,1,302765000,1039,10798,7,1.6,2,48,23,9.4,57209,10,234,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,77031,134240,6392.380952,1,0,5.106382979,291400.385,0.972049852
0,0,5,1,10660,51680,2,2,225719000,1550,10654,4,4.3,10,59,16,9.2,52562,15,458,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,62340,114902,3830.066667,1,0,6.413043478,145625.1613,0.983219817
0,0,15,2,0,58863,1,1,302765000,1039,10798,7,1.6,2,48,23,9.4,63474,33,1077,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,58863,122337,11121.54545,0,1,5.106382979,291400.385,0.927356083
0,0,33,1,47315,35095,2,2,231197000,552,11621,16,7.9,14,50,16,5.7,36104,20,1493,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,82410,118514,59257,0,1,8.771929825,418835.1449,0.972052958
0,0,,1,4779,52705,6,2,302765000,1039,10798,7,1.6,2,48,23,9.4,61262,21,44,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,57484,118746,16963.71429,1,0,5.106382979,291400.385,0.860321243
0,0,3,1,38379,70312,0,2,302765000,1039,10798,7,1.6,2,48,23,9.4,57209,29,185,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,108691,165900,7900,1,0,5.106382979,291400.385,1.229037389
0,0,23,0,51804,61061,2,3,29260000,941,10951,9,5.8,4,63,8,7.9,69177,5,188,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,112865,182042,16549.27273,0,1,7.974683544,31094.58023,0.882677769
0,0,5,1,18345,65689,0,1,225719000,1550,10654,4,4.3,10,59,16,9.2,65326,38,1494,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,84034,149360,11489.23077,1,0,6.413043478,145625.1613,1.005556746
0,0,4,1,17157,70110,1,2,231197000,552,11621,16,7.9,14,50,16,5.7,64690,16,779,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,87267,151957,7997.736842,1,0,8.771929825,418835.1449,1.083784202
0,0,9,2,39820,55645,1,2,225719000,1550,10654,4,4.3,10,59,16,9.2,62253,8,955,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,95465,157718,9857.375,1,0,6.413043478,145625.1613,0.893852505
0,0,2,0,86069,56564,1,2,231197000,552,11621,16,7.9,14,50,16,5.7,64904,19,505,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,142633,207537,15964.38462,1,0,8.771929825,418835.1449,0.871502527
0,0,,2,9841,60609,1,1,423384000,1778,13152,10,6.6,15,63,21,7.6,63077,15,269,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,70450,133527,19075.28571,1,0,8.289473684,238123.7345,0.960873218
0,0,11,3,4946,53846,2,1,220939000,1178,11504,13,9.9,18,47,10,11.7,63411,11,289,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,58792,122203,10183.58333,1,0,4.017094017,187554.3294,0.849158663
0,0,2,1,64181,72836,0,1,225719000,1550,10654,4,4.3,10,59,16,9.2,63290,34,55,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,137017,200307,12519.1875,1,0,6.413043478,145625.1613,1.150829515
0,0,17,1,41761,77013,3,1,231197000,552,11621,16,7.9,14,50,16,5.7,66920,3,1062,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,118774,185694,11605.875,0,1,8.771929825,418835.1449,1.150821877
0,0,12,1,6737,41492,0,3,225719000,1550,10654,4,4.3,10,59,16,9.2,43182,21,831,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,48229,91411,2405.552632,1,0,6.413043478,145625.1613,0.960863323
0,0,5,1,56439,49747,1,2,154062000,1598,11470,3,4.2,6,113,22,3.3,55656,25,1026,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,106186,161842,7356.454545,1,0,34.24242424,96409.26158,0.893829955
0,0,1,1,58157,51261,0,3,80498000,1573,10555,11,3,1,110,18,4.4,57349,3,1213,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,109418,166767,6414.115385,1,0,25,51174.82517,0.893842962
0,0,27,2,25894,44956,0,1,154062000,1598,11470,3,4.2,6,113,22,3.3,50296,15,96,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,70850,121146,3907.935484,0,1,34.24242424,96409.26158,0.893828535
0,0,16,2,12820,76984,1,2,423384000,1778,13152,10,6.6,15,63,21,7.6,63213,8,437,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,89804,153017,15301.7,0,1,8.289473684,238123.7345,1.217850759
0,0,12,1,13307,57181,2,3,58692000,1057,8915,15,8.8,11,10,12,0.2,65613,27,225,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,70488,136101,12372.81818,1,0,50,55526.9631,0.871488882
0,0,27,1,6629,54254,2,2,302765000,1039,10798,7,1.6,2,48,23,9.4,60698,28,21,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,60883,121581,7598.8125,0,1,5.106382979,291400.385,0.893835052
0,0,23,1,7542,46211,2,2,231197000,552,11621,16,7.9,14,50,16,5.7,53713,38,463,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,53753,107466,4672.434783,0,1,8.771929825,418835.1449,0.860331763
0,0,12,1,10059,54748,3,1,378428000,1772,9102,18,2.9,5,127,7,2.7,64474,35,431,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,64807,129281,14364.55556,1,0,47.03703704,213559.8194,0.849148494
0,0,,0,328557,56322,0,1,231197000,552,11621,16,7.9,14,50,16,5.7,56010,11,1201,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,384879,440889,73481.5,1,0,8.771929825,418835.1449,1.005570434
0,0,18,1,35524,53773,1,1,231197000,552,11621,16,7.9,14,50,16,5.7,51750,13,828,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,89297,141047,4863.689655,0,1,8.771929825,418835.1449,1.039091787
0,0,12,1,0,137687,3,1,29260000,941,10951,9,5.8,4,63,8,7.9,56528,26,201,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,137687,194215,9248.333333,1,0,7.974683544,31094.58023,2.435730965
0,0,23,1,5503,47987,2,1,378428000,1772,9102,18,2.9,5,127,7,2.7,20748,7,975,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,53490,74238,1515.061224,0,1,47.03703704,213559.8194,2.312849431
0,0,11,0,16520,128054,2,2,302765000,1039,10798,7,1.6,2,48,23,9.4,62288,31,387,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,144574,206862,12168.35294,1,0,5.106382979,291400.385,2.0558374
0,0,,2,70565,160528,1,2,225719000,1550,10654,4,4.3,10,59,16,9.2,66516,49,125,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,231093,297609,33067.66667,1,0,6.413043478,145625.1613,2.413374226
0,0,28,1,6199,130650,1,1,225719000,1550,10654,4,4.3,10,59,16,9.2,56764,4,624,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,136849,193613,7744.52,0,1,6.413043478,145625.1613,2.301634839
0,0,13,0,24253,76713,1,2,141384000,908,11225,14,2.8,8,63,23,8.8,43182,22,425,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,100966,144148,3793.368421,1,0,7.159090909,155709.2511,1.776504099
0,0,20,3,11872,139126,0,5,423384000,1778,13152,10,6.6,15,63,21,7.6,69177,16,1199,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,150998,220175,20015.90909,0,1,8.289473684,238123.7345,2.011159779
0,0,15,2,23911,118600,3,3,225719000,1550,10654,4,4.3,10,59,16,9.2,56764,35,512,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,142511,199275,7971,0,1,6.413043478,145625.1613,2.089352406
0,0,10,1,45121,131695,1,2,29260000,941,10951,9,5.8,4,63,8,7.9,54569,42,538,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,176816,231385,7978.793103,1,0,7.974683544,31094.58023,2.413366563
0,0,23,1,32878,121656,2,3,225719000,1550,10654,4,4.3,10,59,16,9.2,58540,25,344,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,154534,213074,30439.14286,0,1,6.413043478,145625.1613,2.078168773
0,0,18,3,3264,94089,0,2,220939000,1178,11504,13,9.9,18,47,10,11.7,52305,14,1473,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,97353,149658,4827.677419,0,1,4.017094017,187554.3294,1.798852882
0,0,26,0,26268,95587,2,2,225719000,1550,10654,4,4.3,10,59,16,9.2,45506,19,443,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,121855,167361,41840.25,0,1,6.413043478,145625.1613,2.100536193
0,0,6,2,10092,122151,1,3,231197000,552,11621,16,7.9,14,50,16,5.7,64690,14,512,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,132243,196933,10364.89474,1,0,8.771929825,418835.1449,1.888251662
0,0,20,1,19540,101137,1,2,80498000,1573,10555,11,3,1,110,18,4.4,56930,5,1056,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,120677,177607,6578.037037,0,1,25,51174.82517,1.776515018
0,0,16,3,34051,155186,1,1,302765000,1039,10798,7,1.6,2,48,23,9.4,66140,13,618,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,189237,255377,17025.13333,0,1,5.106382979,291400.385,2.346325975
0,0,19,0,24222,140221,1,2,154062000,1598,11470,3,4.2,6,113,22,3.3,64690,27,542,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,164443,229133,12059.63158,0,1,34.24242424,96409.26158,2.167583861
0,0,17,2,14871,46524,0,2,225719000,1550,10654,4,4.3,10,59,16,9.2,25084,1,324,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,61395,86479,86479,0,1,6.413043478,145625.1613,1.854728114
0,0,10,2,31423,132979,1,2,231197000,552,11621,16,7.9,14,50,16,5.7,61035,14,450,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,164402,225437,32205.28571,1,0,8.771929825,418835.1449,2.178733514
0,0,20,0,2049,114434,1,3,378428000,1772,9102,18,2.9,5,127,7,2.7,65654,17,1416,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,116483,182137,12142.46667,0,1,47.03703704,213559.8194,1.742985957
0,0,,0,8052,106367,2,2,220939000,1178,11504,13,9.9,18,47,10,11.7,57349,8,805,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,114419,171768,6606.461538,1,0,4.017094017,187554.3294,1.854731556
0,0,20,1,82359,95768,0,3,423384000,1778,13152,10,6.6,15,63,21,7.6,56764,34,1340,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,178127,234891,9395.64,0,1,8.289473684,238123.7345,1.687125643
0,0,19,1,71974,115977,3,3,37237000,691,10281,5,5.2,9,27,14,13.4,64075,6,507,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,187951,252026,13264.52632,0,1,2.014925373,53888.56729,1.810019508
0,0,25,1,13452,133391,1,5,225719000,1550,10654,4,4.3,10,59,16,9.2,66326,17,891,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,146843,213169,19379,0,1,6.413043478,145625.1613,2.011141935
0,0,1,1,15941,111624,3,3,302765000,1039,10798,7,1.6,2,48,23,9.4,56764,28,662,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,127565,184329,7373.16,1,0,5.106382979,291400.385,1.966457614
0,0,26,1,9237,72402,0,3,378428000,1772,9102,18,2.9,5,127,7,2.7,32894,29,601,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,81639,114533,2489.847826,0,1,47.03703704,213559.8194,2.201070104
0,0,18,1,27484,110786,1,2,154062000,1598,11470,3,4.2,6,113,22,3.3,50332,35,206,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,138270,188602,5715.212121,0,1,34.24242424,96409.26158,2.201104665
0,0,16,0,38379,124004,1,2,52352000,931,8847,12,7.2,16,57,25,5.6,57209,25,1000,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,162383,219592,10456.7619,0,1,10.17857143,56232.00859,2.167561048
0,0,14,1,11067,132305,1,2,141384000,908,11225,14,2.8,8,63,23,8.8,54569,4,807,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,143372,197941,6825.551724,1,0,7.159090909,155709.2511,2.424545071
0,0,23,1,9804,106727,2,2,225719000,1550,10654,4,4.3,10,59,16,9.2,62843,31,1227,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,116531,179374,9440.736842,0,1,6.413043478,145625.1613,1.698311666
0,0,,2,11513,121137,2,4,423384000,1778,13152,10,6.6,15,63,21,7.6,56764,29,42,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,132650,189414,7576.56,1,0,8.289473684,238123.7345,2.134046226
0,0,,0,49468,83935,3,1,154062000,1598,11470,3,4.2,6,113,22,3.3,48781,9,325,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,133403,182184,36436.8,1,0,34.24242424,96409.26158,1.720649433
0,0,,1,33413,130523,2,2,225719000,1550,10654,4,4.3,10,59,16,9.2,64900,17,232,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,163936,228836,20803.27273,1,0,6.413043478,145625.1613,2.011140216
0,0,19,1,7213,0,1,2,423384000,1778,13152,10,6.6,15,63,21,7.6,57794,15,405,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,7213,65007,2954.863636,0,1,8.289473684,238123.7345,0
0,0,,1,34609,32856,2,2,225719000,1550,10654,4,4.3,10,59,16,9.2,51590,31,642,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,67465,119055,3968.5,1,0,6.413043478,145625.1613,0.63686761
